Member,Type,Facility,Year,Date Of Commitment,Amount Agreed,Amount (mn),IFScode,Country,Region,Facility acronym,facilitycode,typecode,decade,incomecode
Mauritania,PRGT,Extended Credit Facility,2010,15-Mar-10,"77,280,000",77.28,682,MRT,MCD,ECF,8,2,5,LIC
El Salvador,GRA,Stand-By Arrangement,2010,17-Mar-10,"513,900,000",513.9,253,SLV,WHD,SBA,6,1,5,EMDE
Mexico,GRA,Flexible Credit Line,2010,25-Mar-10,"31,528,000,000",31528,273,MEX,WHD,FCL,2,1,5,EMDE
Grenada,PRGT,Extended Credit Facility,2010,18-Apr-10,"8,775,000",8.775,328,GRD,WHD,ECF,8,2,5,EMDE
Colombia,GRA,Flexible Credit Line,2010,7-May-10,"2,322,000,000",2322,233,COL,WHD,FCL,2,1,5,EMDE
Guinea-Bissau,PRGT,Extended Credit Facility,2010,7-May-10,"22,365,000",22.365,654,GNB,AFR,ECF,8,2,5,LIC
Greece,GRA,Stand-By Arrangement,2010,9-May-10,"26,432,900,000",26432.9,174,GRC,EUR,SBA,6,1,5,AE
Lesotho,PRGT,Extended Credit Facility,2010,2-Jun-10,"41,880,000",41.88,666,LSO,AFR,ECF,8,2,5,LIC
Solomon Islands,PRGT,Standby Credit Facility,2010,2-Jun-10,"12,480,000",12.48,813,SLB,APD,SCF,10,2,5,LIC
Antigua and Barbuda,GRA,Stand-By Arrangement,2010,7-Jun-10,"81,000,000",81,311,ATG,WHD,SBA,6,1,5,EMDE
Benin,PRGT,Extended Credit Facility,2010,14-Jun-10,"74,280,000",74.28,638,BEN,AFR,ECF,8,2,5,LIC
Burkina Faso,PRGT,Extended Credit Facility,2010,14-Jun-10,"46,154,000",46.154,748,BFA,AFR,ECF,8,2,5,LIC
"Armenia, Republic of",GRA,Extended Fund Facility,2010,28-Jun-10,"133,400,000",133.4,911,ARM,MCD,EFF,1,1,5,EMDE
"Armenia, Republic of",PRGT,Extended Credit Facility,2010,28-Jun-10,"133,400,000",133.4,911,ARM,MCD,ECF,8,2,5,EMDE
Sierra Leone,PRGT,Extended Credit Facility,2010,1-Jul-10,"31,110,000",31.11,724,SLE,AFR,ECF,8,2,5,LIC
"Poland, Republic of",GRA,Flexible Credit Line,2010,2-Jul-10,"13,690,000,000",13690,964,POL,EUR,FCL,2,1,5,EMDE
Haiti,PRGT,Extended Credit Facility,2010,21-Jul-10,"40,950,000",40.95,263,HTI,WHD,ECF,8,2,5,LIC
Kosovo,GRA,Stand-By Arrangement,2010,21-Jul-10,"92,656,000",92.656,967,KOS,EUR,SBA,6,1,5,EMDE
Ukraine,GRA,Stand-By Arrangement,2010,28-Jul-10,"10,000,000,000",10000,926,UKR,EUR,SBA,6,1,5,EMDE
"Yemen, Republic of",PRGT,Extended Credit Facility,2010,30-Jul-10,"243,500,000",243.5,474,YEM,MCD,ECF,8,2,5,LIC
Honduras,GRA,Stand-By Arrangement,2010,1-Oct-10,"64,750,000",64.75,268,HND,WHD,SBA,6,1,5,LIC
Honduras,PRGT,Standby Credit Facility,2010,1-Oct-10,"64,750,000",64.75,268,HND,WHD,SCF,10,2,5,LIC
Ireland,GRA,Extended Fund Facility,2010,16-Dec-10,"19,465,800,000",19465.8,178,IRL,EUR,EFF,1,1,5,AE
Mexico,GRA,Flexible Credit Line,2011,10-Jan-11,"47,292,000,000",47292,273,MEX,WHD,FCL,2,1,5,EMDE
"North Macedonia, Republic of",GRA,Precautionary and Liquidity Line,2011,19-Jan-11,"413,400,000",413.4,962,MKD,EUR,PLL,3,1,5,EMDE
"Poland, Republic of",GRA,Flexible Credit Line,2011,21-Jan-11,"19,166,000,000",19166,964,POL,EUR,FCL,2,1,5,EMDE
Kenya,PRGT,Extended Credit Facility,2011,31-Jan-11,"325,680,000",325.68,664,KEN,AFR,ECF,8,2,5,LIC
Romania,GRA,Stand-By Arrangement,2011,31-Mar-11,"3,090,600,000",3090.6,968,ROM,EUR,SBA,6,1,5,EMDE
Colombia,GRA,Flexible Credit Line,2011,6-May-11,"3,870,000,000",3870,233,COL,WHD,FCL,2,1,5,EMDE
Portugal,GRA,Extended Fund Facility,2011,20-May-11,"23,742,000,000",23742,182,PRT,EUR,EFF,1,1,5,AE
Kyrgyz Republic,PRGT,Extended Credit Facility,2011,20-Jun-11,"66,600,000",66.6,917,KGZ,MCD,ECF,8,2,5,LIC
Côte d'Ivoire,PRGT,Rapid Credit Facility,2011,8-Jul-11,"81,300,000",81.3,662,CIV,AFR,RCF,9,2,5,LIC
St. Vincent and the Grenadines,PRGT,Rapid Credit Facility,2011,25-Jul-11,"1,245,000",1.245,364,VCT,WHD,RCF,9,2,5,EMDE
St. Kitts and Nevis,GRA,Stand-By Arrangement,2011,27-Jul-11,"52,510,000",52.51,361,KNA,WHD,SBA,6,1,5,EMDE
"Serbia, Republic of",GRA,Stand-By Arrangement,2011,29-Sep-11,"935,400,000",935.4,942,SRB,EUR,SBA,6,1,5,EMDE
Côte d'Ivoire,PRGT,Extended Credit Facility,2011,4-Nov-11,"390,240,000",390.24,662,CIV,AFR,ECF,8,2,5,LIC
"Afghanistan, Islamic Republic of",PRGT,Extended Credit Facility,2011,14-Nov-11,"85,000,000",85,512,AFG,MCD,ECF,8,2,5,LIC
Solomon Islands,PRGT,Standby Credit Facility,2011,6-Dec-11,"5,200,000",5.2,813,SLB,APD,SCF,10,2,5,LIC
Mali,PRGT,Extended Credit Facility,2011,27-Dec-11,"30,000,000",30,678,MLI,AFR,ECF,8,2,5,LIC
Dominica,PRGT,Rapid Credit Facility,2012,11-Jan-12,"2,050,000",2.05,321,DMA,WHD,RCF,9,2,5,EMDE
Burundi,PRGT,Extended Credit Facility,2012,27-Jan-12,"30,000,000",30,618,BDI,AFR,ECF,8,2,5,LIC
Guinea,PRGT,Extended Credit Facility,2012,24-Feb-12,"128,520,000",128.52,656,GIN,AFR,ECF,8,2,5,LIC
Greece,GRA,Extended Fund Facility,2012,15-Mar-12,"23,785,300,000",23785.3,174,GRC,EUR,EFF,1,1,5,AE
Niger,PRGT,Extended Credit Facility,2012,16-Mar-12,"78,960,000",78.96,692,NER,AFR,ECF,8,2,5,LIC
"Yemen, Republic of",PRGT,Rapid Credit Facility,2012,4-Apr-12,"23,575,000",23.575,474,YEM,MCD,RCF,9,2,5,LIC
"Yemen, Republic of",PRGT,Rapid Credit Facility,2012,4-Apr-12,"37,300,000",37.3,474,YEM,MCD,RCF,9,2,5,LIC
Bangladesh,PRGT,Extended Credit Facility,2012,11-Apr-12,"639,960,000",639.96,513,BGD,APD,ECF,8,2,5,LIC
Georgia,GRA,Stand-By Arrangement,2012,11-Apr-12,"125,000,000",125,915,GEO,MCD,SBA,6,1,5,EMDE
Georgia,PRGT,Standby Credit Facility,2012,11-Apr-12,"125,000,000",125,915,GEO,MCD,SCF,10,2,5,EMDE
Kosovo,GRA,Stand-By Arrangement,2012,27-Apr-12,"90,968,000",90.968,967,KOS,EUR,SBA,6,1,5,EMDE
"Gambia, The",PRGT,Extended Credit Facility,2012,25-May-12,"18,660,000",18.66,648,GMB,AFR,ECF,8,2,5,LIC
Central African Republic,PRGT,Extended Credit Facility,2012,25-Jun-12,"41,775,000",41.775,626,CAF,AFR,ECF,8,2,5,LIC
Tanzania,PRGT,Standby Credit Facility,2012,6-Jul-12,"149,175,000",149.175,738,TZA,AFR,SCF,10,2,5,LIC
Sao Tome & Principe,PRGT,Extended Credit Facility,2012,20-Jul-12,"2,590,000",2.59,716,STP,AFR,ECF,8,2,5,LIC
Malawi,PRGT,Extended Credit Facility,2012,23-Jul-12,"104,100,000",104.1,676,MWI,AFR,ECF,8,2,5,LIC
Jordan,GRA,Stand-By Arrangement,2012,3-Aug-12,"1,364,000,000",1364,439,JOR,MCD,SBA,6,1,5,EMDE
Morocco,GRA,Precautionary and Liquidity Line,2012,3-Aug-12,"4,117,400,000",4117.4,686,MAR,MCD,PLL,3,1,5,EMDE
Bosnia and Herzegovina,GRA,Stand-By Arrangement,2012,26-Sep-12,"338,200,000",338.2,963,BIH,EUR,SBA,6,1,5,EMDE
Liberia,PRGT,Extended Credit Facility,2012,19-Nov-12,"51,680,000",51.68,668,LBR,AFR,ECF,8,2,5,LIC
Mexico,GRA,Flexible Credit Line,2012,30-Nov-12,"47,292,000,000",47292,273,MEX,WHD,FCL,2,1,5,EMDE
Solomon Islands,PRGT,Extended Credit Facility,2012,7-Dec-12,"1,040,000",1.04,813,SLB,APD,ECF,8,2,5,LIC
"Poland, Republic of",GRA,Flexible Credit Line,2013,18-Jan-13,"22,000,000,000",22000,964,POL,EUR,FCL,2,1,5,EMDE
Mali,PRGT,Rapid Credit Facility,2013,28-Jan-13,"12,000,000",12,678,MLI,AFR,RCF,9,2,5,LIC
Jamaica,GRA,Extended Fund Facility,2013,1-May-13,"615,380,000",615.38,343,JAM,WHD,EFF,1,1,5,EMDE
Cyprus,GRA,Extended Fund Facility,2013,15-May-13,"891,000,000",891,423,CYP,EUR,EFF,1,1,5,AE
Samoa,PRGT,Rapid Credit Facility,2013,15-May-13,"5,800,000",5.8,862,WSM,APD,RCF,9,2,5,EMDE
Tunisia,GRA,Stand-By Arrangement,2013,7-Jun-13,"1,146,000,000",1146,744,TUN,MCD,SBA,6,1,5,EMDE
Mali,PRGT,Rapid Credit Facility,2013,10-Jun-13,"10,000,000",10,678,MLI,AFR,RCF,9,2,5,LIC
Colombia,GRA,Flexible Credit Line,2013,24-Jun-13,"3,870,000,000",3870,233,COL,WHD,FCL,2,1,5,EMDE
Pakistan,GRA,Extended Fund Facility,2013,4-Sep-13,"4,393,000,000",4393,564,PAK,MCD,EFF,1,1,5,EMDE
Romania,GRA,Stand-By Arrangement,2013,27-Sep-13,"1,751,340,000",1751.34,968,ROM,EUR,SBA,6,1,5,EMDE
Sierra Leone,PRGT,Extended Credit Facility,2013,21-Oct-13,"62,220,000",62.22,724,SLE,AFR,ECF,8,2,5,LIC
Mali,PRGT,Extended Credit Facility,2013,18-Dec-13,"30,000,000",30,678,MLI,AFR,ECF,8,2,5,LIC
Burkina Faso,PRGT,Extended Credit Facility,2013,27-Dec-13,"27,090,000",27.09,748,BFA,AFR,ECF,8,2,5,LIC
Albania,GRA,Extended Fund Facility,2014,28-Feb-14,"295,420,000",295.42,914,ALB,EUR,EFF,1,1,5,EMDE
"Armenia, Republic of",GRA,Extended Fund Facility,2014,7-Mar-14,"82,210,000",82.21,911,ARM,MCD,EFF,1,1,5,EMDE
Ukraine,GRA,Stand-By Arrangement,2014,30-Apr-14,"10,976,000,000",10976,926,UKR,EUR,SBA,6,1,5,EMDE
Central African Republic,PRGT,Rapid Credit Facility,2014,14-May-14,"8,355,000",8.355,626,CAF,AFR,RCF,9,2,5,LIC
Seychelles,GRA,Extended Fund Facility,2014,4-Jun-14,"11,445,000",11.445,718,SYC,AFR,EFF,1,1,5,EMDE
Madagascar,PRGT,Rapid Credit Facility,2014,18-Jun-14,"30,550,000",30.55,674,MDG,AFR,RCF,9,2,5,LIC
Grenada,PRGT,Extended Credit Facility,2014,26-Jun-14,"14,040,000",14.04,328,GRD,WHD,ECF,8,2,5,EMDE
Morocco,GRA,Precautionary and Liquidity Line,2014,28-Jul-14,"3,235,100,000",3235.1,686,MAR,MCD,PLL,3,1,5,EMDE
Georgia,GRA,Stand-By Arrangement,2014,30-Jul-14,"100,000,000",100,915,GEO,MCD,SBA,6,1,5,EMDE
Chad,PRGT,Extended Credit Facility,2014,1-Aug-14,"79,920,000",79.92,628,TCD,AFR,ECF,8,2,5,LIC
St. Vincent and the Grenadines,PRGT,Rapid Credit Facility,2014,1-Aug-14,"2,075,000",2.075,364,VCT,WHD,RCF,9,2,5,EMDE
"Yemen, Republic of",PRGT,Extended Credit Facility,2014,2-Sep-14,"365,250,000",365.25,474,YEM,MCD,ECF,8,2,5,LIC
Guinea,PRGT,Rapid Credit Facility,2014,26-Sep-14,"26,775,000",26.775,656,GIN,AFR,RCF,9,2,5,LIC
Guinea-Bissau,PRGT,Rapid Credit Facility,2014,3-Nov-14,"3,550,000",3.55,654,GNB,AFR,RCF,9,2,5,LIC
Mexico,GRA,Flexible Credit Line,2014,26-Nov-14,"47,292,000,000",47292,273,MEX,WHD,FCL,2,1,5,EMDE
Honduras,GRA,Stand-By Arrangement,2014,3-Dec-14,"77,700,000",77.7,268,HND,WHD,SBA,6,1,5,LIC
Honduras,PRGT,Standby Credit Facility,2014,3-Dec-14,"51,800,000",51.8,268,HND,WHD,SCF,10,2,5,LIC
"Poland, Republic of",GRA,Flexible Credit Line,2015,14-Jan-15,"15,500,000,000",15500,964,POL,EUR,FCL,2,1,5,EMDE
Kenya,GRA,Stand-By Arrangement,2015,2-Feb-15,"352,820,000",352.82,664,KEN,AFR,SBA,6,1,5,LIC
Kenya,PRGT,Standby Credit Facility,2015,2-Feb-15,"135,700,000",135.7,664,KEN,AFR,SCF,10,2,5,LIC
Liberia,PRGT,Rapid Credit Facility,2015,23-Feb-15,"32,300,000",32.3,668,LBR,AFR,RCF,9,2,5,LIC
"Serbia, Republic of",GRA,Stand-By Arrangement,2015,23-Feb-15,"935,400,000",935.4,942,SRB,EUR,SBA,6,1,5,EMDE
Ukraine,GRA,Extended Fund Facility,2015,11-Mar-15,"12,348,000,000",12348,926,UKR,EUR,EFF,1,1,5,EMDE
Central African Republic,PRGT,Rapid Credit Facility,2015,18-Mar-15,"5,570,000",5.57,626,CAF,AFR,RCF,9,2,5,LIC
"Gambia, The",PRGT,Rapid Credit Facility,2015,2-Apr-15,"7,775,000",7.775,648,GMB,AFR,RCF,9,2,5,LIC
Ghana,PRGT,Extended Credit Facility,2015,3-Apr-15,"664,200,000",664.2,652,GHA,AFR,ECF,8,2,5,LIC
Kyrgyz Republic,PRGT,Extended Credit Facility,2015,8-Apr-15,"66,600,000",66.6,917,KGZ,MCD,ECF,8,2,5,LIC
Haiti,PRGT,Extended Credit Facility,2015,18-May-15,"49,140,000",49.14,263,HTI,WHD,ECF,8,2,5,LIC
Vanuatu,PRGT,Rapid Credit Facility,2015,5-Jun-15,"8,500,000",8.5,846,VUT,APD,RCF,9,2,5,EMDE
Colombia,GRA,Flexible Credit Line,2015,17-Jun-15,"3,870,000,000",3870,233,COL,WHD,FCL,2,1,5,EMDE
Guinea-Bissau,PRGT,Extended Credit Facility,2015,10-Jul-15,"17,040,000",17.04,654,GNB,AFR,ECF,8,2,5,LIC
Sao Tome & Principe,PRGT,Extended Credit Facility,2015,13-Jul-15,"4,440,000",4.44,716,STP,AFR,ECF,8,2,5,LIC
Kosovo,GRA,Stand-By Arrangement,2015,29-Jul-15,"147,500,000",147.5,967,KOS,EUR,SBA,6,1,5,EMDE
Nepal,PRGT,Rapid Credit Facility,2015,31-Jul-15,"35,650,000",35.65,558,NPL,APD,RCF,9,2,5,LIC
Central African Republic,PRGT,Rapid Credit Facility,2015,14-Sep-15,"8,355,000",8.355,626,CAF,AFR,RCF,9,2,5,LIC
Dominica,PRGT,Rapid Credit Facility,2015,28-Oct-15,"6,150,000",6.15,321,DMA,WHD,RCF,9,2,5,EMDE
Madagascar,PRGT,Rapid Credit Facility,2015,18-Nov-15,"30,550,000",30.55,674,MDG,AFR,RCF,9,2,5,LIC
Mozambique,PRGT,Standby Credit Facility,2015,18-Dec-15,"204,480,000",204.48,688,MOZ,AFR,SCF,10,2,5,LIC
Kenya,GRA,Stand-By Arrangement,2016,14-Mar-16,"709,259,000",709.259,664,KEN,AFR,SBA,6,1,5,LIC
Kenya,PRGT,Standby Credit Facility,2016,14-Mar-16,"354,629,000",354.629,664,KEN,AFR,SCF,10,2,5,LIC
Tunisia,GRA,Extended Fund Facility,2016,20-May-16,"2,045,625,000",2045.625,744,TUN,MCD,EFF,1,1,5,EMDE
Mexico,GRA,Flexible Credit Line,2016,27-May-16,"62,388,900,000",62388.9,273,MEX,WHD,FCL,2,1,5,EMDE
Suriname,GRA,Stand-By Arrangement,2016,27-May-16,"342,000,000",342,366,SUR,WHD,SBA,6,1,5,EMDE
Sri Lanka,GRA,Extended Fund Facility,2016,3-Jun-16,"1,070,780,000",1070.78,524,LKA,APD,EFF,1,1,5,EMDE
Rwanda,PRGT,Standby Credit Facility,2016,8-Jun-16,"144,180,000",144.18,714,RWA,AFR,SCF,10,2,5,LIC
Colombia,GRA,Flexible Credit Line,2016,13-Jun-16,"8,180,000,000",8180,233,COL,WHD,FCL,2,1,5,EMDE
Iraq,GRA,Stand-By Arrangement,2016,7-Jul-16,"3,831,000,000",3831,433,IRQ,MCD,SBA,6,1,5,EMDE
Ecuador,GRA,Rapid Financing Instrument,2016,8-Jul-16,"261,630,000",261.63,248,ECU,WHD,RFI,4,1,5,EMDE
"Afghanistan, Islamic Republic of",PRGT,Extended Credit Facility,2016,20-Jul-16,"32,380,000",32.38,512,AFG,MCD,ECF,8,2,5,LIC
Central African Republic,PRGT,Extended Credit Facility,2016,20-Jul-16,"83,550,000",83.55,626,CAF,AFR,ECF,8,2,5,LIC
Morocco,GRA,Precautionary and Liquidity Line,2016,22-Jul-16,"2,504,000,000",2504,686,MAR,MCD,PLL,3,1,5,EMDE
Madagascar,PRGT,Extended Credit Facility,2016,27-Jul-16,"220,000,000",220,674,MDG,AFR,ECF,8,2,5,LIC
Jordan,GRA,Extended Fund Facility,2016,24-Aug-16,"514,650,000",514.65,439,JOR,MCD,EFF,1,1,5,EMDE
Bosnia and Herzegovina,GRA,Extended Fund Facility,2016,7-Sep-16,"443,042,000",443.042,963,BIH,EUR,EFF,1,1,5,EMDE
"Moldova, Republic of",GRA,Extended Fund Facility,2016,7-Nov-16,"86,300,000",86.3,921,MDA,EUR,EFF,1,1,5,LIC
"Moldova, Republic of",PRGT,Extended Credit Facility,2016,7-Nov-16,"43,100,000",43.1,921,MDA,EUR,ECF,8,2,5,LIC
Egypt,GRA,Extended Fund Facility,2016,11-Nov-16,"8,596,570,000",8596.57,469,EGY,MCD,EFF,1,1,5,EMDE
Jamaica,GRA,Stand-By Arrangement,2016,11-Nov-16,"1,195,300,000",1195.3,343,JAM,WHD,SBA,6,1,5,EMDE
Haiti,PRGT,Rapid Credit Facility,2016,18-Nov-16,"30,712,500",30.7125,263,HTI,WHD,RCF,9,2,5,LIC
Côte d'Ivoire,GRA,Extended Fund Facility,2016,12-Dec-16,"325,200,000",325.2,662,CIV,AFR,EFF,1,1,5,LIC
Côte d'Ivoire,PRGT,Extended Credit Facility,2016,12-Dec-16,"162,600,000",162.6,662,CIV,AFR,ECF,8,2,5,LIC
"Poland, Republic of",GRA,Flexible Credit Line,2017,13-Jan-17,"6,500,000,000",6500,964,POL,EUR,FCL,2,1,5,EMDE
Niger,PRGT,Extended Credit Facility,2017,23-Jan-17,"98,700,000",98.7,692,NER,AFR,ECF,8,2,5,LIC
Benin,PRGT,Extended Credit Facility,2017,7-Apr-17,"111,420,000",111.42,638,BEN,AFR,ECF,8,2,5,LIC
Georgia,GRA,Extended Fund Facility,2017,12-Apr-17,"210,400,000",210.4,915,GEO,MCD,EFF,1,1,5,EMDE
Togo,PRGT,Extended Credit Facility,2017,5-May-17,"176,160,000",176.16,742,TGO,AFR,ECF,8,2,5,LIC
Mongolia,GRA,Extended Fund Facility,2017,24-May-17,"314,505,400",314.5054,948,MNG,APD,EFF,1,1,5,EMDE
Sierra Leone,PRGT,Extended Credit Facility,2017,5-Jun-17,"161,772,000",161.772,724,SLE,AFR,ECF,8,2,5,LIC
Gabon,GRA,Extended Fund Facility,2017,19-Jun-17,"464,400,000",464.4,646,GAB,AFR,EFF,1,1,5,EMDE
Cameroon,PRGT,Extended Credit Facility,2017,26-Jun-17,"483,000,000",483,622,CMR,AFR,ECF,8,2,5,LIC
"Gambia, The",PRGT,Rapid Credit Facility,2017,26-Jun-17,"11,662,500",11.6625,648,GMB,AFR,RCF,9,2,5,LIC
Chad,PRGT,Extended Credit Facility,2017,30-Jun-17,"224,320,000",224.32,628,TCD,AFR,ECF,8,2,5,LIC
Mexico,GRA,Flexible Credit Line,2017,29-Nov-17,"62,388,900,000",62388.9,273,MEX,WHD,FCL,2,1,5,EMDE
Mauritania,PRGT,Extended Credit Facility,2017,6-Dec-17,"115,920,000",115.92,682,MRT,MCD,ECF,8,2,5,LIC
Guinea,PRGT,Extended Credit Facility,2017,11-Dec-17,"120,488,000",120.488,656,GIN,AFR,ECF,8,2,5,LIC
Burkina Faso,PRGT,Extended Credit Facility,2018,14-Mar-18,"108,360,000",108.36,748,BFA,AFR,ECF,8,2,5,LIC
Malawi,PRGT,Extended Credit Facility,2018,30-Apr-18,"78,075,000",78.075,676,MWI,AFR,ECF,8,2,5,LIC
Colombia,GRA,Flexible Credit Line,2018,25-May-18,"7,848,000,000",7848,233,COL,WHD,FCL,2,1,5,EMDE
Argentina,GRA,Stand-By Arrangement,2018,20-Jun-18,"35,379,000,000",35379,213,ARG,WHD,SBA,6,1,5,EMDE
Barbados,GRA,Extended Fund Facility,2018,1-Oct-18,"208,000,000",208,316,BRB,WHD,EFF,1,1,5,EMDE
Sierra Leone,PRGT,Extended Credit Facility,2018,30-Nov-18,"124,440,000",124.44,724,SLE,AFR,ECF,8,2,5,LIC
Angola,GRA,Extended Fund Facility,2018,7-Dec-18,"2,673,000,000",2673,614,AGO,AFR,EFF,1,1,5,EMDE
Morocco,GRA,Precautionary and Liquidity Line,2018,17-Dec-18,"2,150,800,000",2150.8,686,MAR,MCD,PLL,3,1,5,EMDE
Ukraine,GRA,Stand-By Arrangement,2018,18-Dec-18,"2,800,000,000",2800,926,UKR,EUR,SBA,6,1,5,EMDE
Ecuador,GRA,Extended Fund Facility,2019,11-Mar-19,"3,035,000,000",3035,248,ECU,WHD,EFF,1,1,5,EMDE
Mozambique,PRGT,Rapid Credit Facility,2019,29-Apr-19,"85,200,000",85.2,688,MOZ,AFR,RCF,9,2,5,LIC
"Armenia, Republic of",GRA,Stand-By Arrangement,2019,17-May-19,"180,000,000",180,911,ARM,MCD,SBA,6,1,5,EMDE
Pakistan,GRA,Extended Fund Facility,2019,3-Jul-19,"4,268,000,000",4268,564,PAK,MCD,EFF,1,1,5,EMDE
"Congo, Republic of",PRGT,Extended Credit Facility,2019,11-Jul-19,"324,000,000",324,634,COG,AFR,ECF,8,2,5,LIC
Honduras,GRA,Stand-By Arrangement,2019,15-Jul-19,"149,880,000",149.88,268,HND,WHD,SBA,6,1,5,LIC
Honduras,PRGT,Standby Credit Facility,2019,15-Jul-19,"74,940,000",74.94,268,HND,WHD,SCF,10,2,5,LIC
Comoros,GRA,Rapid Financing Instrument,2019,24-Jul-19,"5,927,400",5.9274,632,COM,AFR,RFI,4,1,5,LIC
Comoros,PRGT,Rapid Credit Facility,2019,24-Jul-19,"2,972,600",2.9726,632,COM,AFR,RCF,9,2,5,LIC
Mali,PRGT,Extended Credit Facility,2019,28-Aug-19,"139,950,000",139.95,678,MLI,AFR,ECF,8,2,5,LIC
Sao Tome & Principe,PRGT,Extended Credit Facility,2019,2-Oct-19,"13,320,000",13.32,716,STP,AFR,ECF,8,2,5,LIC
Mexico,GRA,Flexible Credit Line,2019,22-Nov-19,"44,563,500,000",44563.5,273,MEX,WHD,FCL,2,1,5,EMDE
Liberia,PRGT,Extended Credit Facility,2019,11-Dec-19,"155,000,000",155,668,LBR,AFR,ECF,8,2,5,LIC
"Congo, Democratic Republic of",PRGT,Rapid Credit Facility,2019,16-Dec-19,"266,500,000",266.5,636,COD,AFR,RCF,9,2,5,LIC
Equatorial Guinea,GRA,Extended Fund Facility,2019,18-Dec-19,"205,009,000",205.009,642,GNQ,AFR,EFF,1,1,5,EMDE
Central African Republic,PRGT,Extended Credit Facility,2019,20-Dec-19,"83,550,000",83.55,626,CAF,AFR,ECF,8,2,5,LIC
Ethiopia,GRA,Extended Fund Facility,2019,20-Dec-19,"902,100,000",902.1,644,ETH,AFR,EFF,1,1,5,LIC
Ethiopia,PRGT,Extended Credit Facility,2019,20-Dec-19,"1,202,800,000",1202.8,644,ETH,AFR,ECF,8,2,5,LIC
"Gambia, The",PRGT,Extended Credit Facility,2020,23-Mar-20,"35,000,000",35,648,GMB,AFR,ECF,8,2,6,LIC
Jordan,GRA,Extended Fund Facility,2020,25-Mar-20,"926,370,000",926.37,439,JOR,MCD,EFF,1,1,6,EMDE
Somalia,GRA,Extended Fund Facility,2020,25-Mar-20,"39,567,780",39.56778,726,SOM,MCD,EFF,1,1,6,LIC
Somalia,PRGT,Extended Credit Facility,2020,25-Mar-20,"252,862,000",252.862,726,SOM,MCD,ECF,8,2,6,LIC
Kyrgyz Republic,GRA,Rapid Financing Instrument,2020,26-Mar-20,"59,200,000",59.2,917,KGZ,MCD,RFI,4,1,6,LIC
Kyrgyz Republic,PRGT,Rapid Credit Facility,2020,26-Mar-20,"29,600,000",29.6,917,KGZ,MCD,RCF,9,2,6,LIC
Rwanda,PRGT,Rapid Credit Facility,2020,2-Apr-20,"80,100,000",80.1,714,RWA,AFR,RCF,9,2,6,LIC
Madagascar,PRGT,Rapid Credit Facility,2020,3-Apr-20,"122,200,000",122.2,674,MDG,AFR,RCF,9,2,6,LIC
Gabon,GRA,Rapid Financing Instrument,2020,9-Apr-20,"108,000,000",108,646,GAB,AFR,RFI,4,1,6,EMDE
Albania,GRA,Rapid Financing Instrument,2020,10-Apr-20,"139,300,000",139.3,914,ALB,EUR,RFI,4,1,6,EMDE
Kosovo,GRA,Rapid Financing Instrument,2020,10-Apr-20,"41,300,000",41.3,967,KOS,EUR,RFI,4,1,6,EMDE
"North Macedonia, Republic of",GRA,Rapid Financing Instrument,2020,10-Apr-20,"140,300,000",140.3,962,MKD,EUR,RFI,4,1,6,EMDE
Tunisia,GRA,Rapid Financing Instrument,2020,10-Apr-20,"545,200,000",545.2,744,TUN,MCD,RFI,4,1,6,EMDE
Ghana,PRGT,Rapid Credit Facility,2020,13-Apr-20,"738,000,000",738,652,GHA,AFR,RCF,9,2,6,LIC
Senegal,GRA,Rapid Financing Instrument,2020,13-Apr-20,"215,730,000",215.73,722,SEN,AFR,RFI,4,1,6,LIC
Senegal,PRGT,Rapid Credit Facility,2020,13-Apr-20,"107,870,000",107.87,722,SEN,AFR,RCF,9,2,6,LIC
Burkina Faso,PRGT,Rapid Credit Facility,2020,14-Apr-20,"84,280,000",84.28,748,BFA,AFR,RCF,9,2,6,LIC
Chad,PRGT,Rapid Credit Facility,2020,14-Apr-20,"84,120,000",84.12,628,TCD,AFR,RCF,9,2,6,LIC
El Salvador,GRA,Rapid Financing Instrument,2020,14-Apr-20,"287,200,000",287.2,253,SLV,WHD,RFI,4,1,6,EMDE
Niger,PRGT,Rapid Credit Facility,2020,14-Apr-20,"83,660,000",83.66,692,NER,AFR,RCF,9,2,6,LIC
"Gambia, The",PRGT,Rapid Credit Facility,2020,15-Apr-20,"15,550,000",15.55,648,GMB,AFR,RCF,9,2,6,LIC
Panama,GRA,Rapid Financing Instrument,2020,15-Apr-20,"376,800,000",376.8,283,PAN,WHD,RFI,4,1,6,EMDE
Pakistan,GRA,Rapid Financing Instrument,2020,16-Apr-20,"1,015,500,000",1015.5,564,PAK,MCD,RFI,4,1,6,EMDE
Côte d'Ivoire,GRA,Rapid Financing Instrument,2020,17-Apr-20,"433,600,000",433.6,662,CIV,AFR,RFI,4,1,6,LIC
Côte d'Ivoire,PRGT,Rapid Credit Facility,2020,17-Apr-20,"216,800,000",216.8,662,CIV,AFR,RCF,9,2,6,LIC
Haiti,PRGT,Rapid Credit Facility,2020,17-Apr-20,"81,900,000",81.9,263,HTI,WHD,RCF,9,2,6,LIC
"Moldova, Republic of",GRA,Rapid Financing Instrument,2020,17-Apr-20,"115,000,000",115,921,MDA,EUR,RFI,4,1,6,LIC
